data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2022-04-03T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,309.0,16.0,325.0,42948.0,43273.0,940.0,1800.0,274582.0,3103.0,-,-,320958.0,5475964.0,1199961.0,-,2.0,-,-,172649,148309,2186574,3289390,ITF,ITF1
2022-04-03T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,102.0,3.0,105.0,26054.0,26159.0,267.0,625.0,81984.0,833.0,-,-,108976.0,924764.0,329290.0,"Il numero totale dei decessi ne comprende n. 33 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0.0,-,-,62780,46196,640704,284060,ITF,ITF5
2022-04-03T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,348.0,20.0,368.0,77498.0,77866.0,582.0,1692.0,223051.0,2328.0,-,-,303245.0,2691296.0,2039203.0,L'ASP di Cosenza comunica che nel setting fuori regione si registrano 9 nuovi casi a domicilio.,1.0,-,-,177515,125730,1595685,1095611,ITF,ITF6
2022-04-03T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,733.0,38.0,771.0,171262.0,172033.0,2187.0,6373.0,1240036.0,10047.0,-,-,1422116.0,15030913.0,4754703.0,-,1.0,-,"a seguito delle verifiche quotidiane si evince che 4 decessi registrati oggi, risalgono ad un periodo compreso tra il 15/02 e il 18/03 2022",882268,539848,8413891,6617022,ITF,ITF3
2022-04-03T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,1189.0,32.0,1221.0,53687.0,54908.0,721.0,4363.0,1224129.0,16285.0,-,-,1295322.0,15181168.0,2683726.0,-,2.0,-,-,886981,408341,8787501,6393667,ITH,ITH5
2022-04-03T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,140.0,6.0,146.0,23550.0,23696.0,-300.0,712.0,308916.0,4922.0,-,-,337534.0,6100728.0,1109318.0,Il totale dei casi positivi è stato ridotto di 1 a seguito di un tampone molecolare negativo dopo test antigenico positivo (caso relativo alla provincia di UD).		,0.0,-,-,190804,146730,3199764,2900964,ITH,ITH4
2022-04-03T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,1194.0,72.0,1266.0,128446.0,129712.0,-321.0,6533.0,1170547.0,10795.0,-,-,1311054.0,19455179.0,5532158.0,-,1.0,-,-,904189,406865,8433857,11021322,ITI,ITI4
2022-04-03T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,251.0,9.0,260.0,17361.0,17621.0,-226.0,1011.0,366614.0,5206.0,-,-,389441.0,5125704.0,1272936.0,-,2.0,-,*di cui  11808 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,224047,165394,2373892,2751812,ITC,ITC3
2022-04-03T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,1081.0,44.0,1125.0,165529.0,166654.0,3019.0,6371.0,2355504.0,39315.0,-,-,2561473.0,35139963.0,8035233.0,-,4.0,-,-,1366966,1194507,15515060,19624903,ITC,ITC4
2022-04-03T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,233.0,11.0,244.0,13254.0,13498.0,-438.0,1885.0,379723.0,3716.0,-,-,396937.0,2899155.0,1897837.0,-,1.0,-,-,209717,187220,1955130,944025,ITI,ITI3
2022-04-03T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,30.0,0.0,30.0,8255.0,8285.0,349.0,389.0,41334.0,594.0,-,-,50213.0,547023.0,506080.0,-,0.0,-,-,24207,26006,401580,145443,ITF,ITF2
2022-04-03T17:00:00,ITA,21.0,P.A. Bolzano,46.49933453,11.35662422,61.0,3.0,64.0,6050.0,6114.0,-357.0,357.0,191948.0,1451.0,-,-,199513.0,3808293.0,651450.0,"I dati riportati dei ""ricoverati non in T.I"". e dei ""ricoverati T.I. "" si rifanno ai dati del giorno prima dato che in data odierna non abbiamo ottenuto aggiornamenti sui movimenti dei pazienti in ospedale del 02.04.2022.",0.0,-,"357 nuovi positivi di cui 2 test antigenici confermati da test molecolare e 340 test antigenici, per un totale netto di 340 positivi a test antigenico comunicati ",83448,116065,863448,2944845,ITH,ITH1
2022-04-03T17:00:00,ITA,22.0,P.A. Trento,46.06893511,11.12123097,62.0,4.0,66.0,4069.0,4135.0,-41.0,297.0,145009.0,1542.0,-,-,150686.0,2501219.0,546526.0,-,1.0,-,-,42867,107819,831148,1670071,ITH,ITH2
2022-04-03T17:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,618.0,31.0,649.0,53309.0,53958.0,427.0,1724.0,990704.0,13206.0,-,-,1057868.0,16197912.0,3836347.0,-,4.0,-,-,487712,570156,4827671,11370241,ITC,ITC1
2022-04-03T17:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,673.0,39.0,712.0,115929.0,116641.0,-1464.0,4929.0,811657.0,7999.0,-,-,936297.0,9836179.0,2223013.0,-,2.0,-,-,467465,468832,4172028,5664151,ITF,ITF4
2022-04-03T17:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,324.0,24.0,348.0,30660.0,31008.0,281.0,1064.0,201153.0,2248.0,-,-,234409.0,4121767.0,1541676.0,-,1.0,-,"L'incremento dei nuovi casi tiene conto anche dei casi diagnosticati con test antigenico. Pertanto si specifica che dei 1064 casi dichiarati oggi, 865 sono stati diagnosticati da tampone antigenico. Si segnala il decesso dei paz.:  - 1 uomo 33 aa Residente nella Provincia del Sud Sardegna  - 1 donna 75 aa Residente nella Provincia del Sud Sardegna  - 1 uomo 95 aa Residente nella Provincia di Nuoro  - 1 uomo 99 aa Residente nella Provincia di Nuoro  - 1 uomo 86 aa Residente nella Provincia di Sassari ",151569,82840,1888752,2233015,ITG,ITG2
2022-04-03T17:00:00,ITA,19.0,Sicilia,38.11569725,13.3623567,977.0,65.0,1042.0,186020.0,187062.0,827.0,3435.0,793966.0,10137.0,-,-,991165.0,11905906.0,6329349.0,DECEDUTI: N. 5 IL 02/04/2022 - N. 8 IL 01/04/2022 - N. 1 IL 20/02/2022 - N. 1 IL 28/01/2022 - N. 1 IL 16/01/2022 - N. 1 IL 14/01/2022,6.0,-,"Sul numero complessivo dei casi confermati comunicati in data odierna, n. 1422 sono relativi a giorni precedenti al 02/04/22 (di cui n. 792 del 01/04/22)			",494835,496330,4529662,7376244,ITG,ITG1
2022-04-03T17:00:00,ITA,9.0,Toscana,43.76923077,11.25588885,855.0,36.0,891.0,49790.0,50681.0,1122.0,3882.0,937552.0,9524.0,-,-,997757.0,13138961.0,4591970.0,-,7.0,-,-,594970,402787,6611440,6527521,ITI,ITI1
2022-04-03T17:00:00,ITA,10.0,Umbria,43.10675841,12.38824698,265.0,2.0,267.0,17386.0,17653.0,-853.0,1203.0,218830.0,1815.0,-,-,238298.0,4026175.0,695473.0,- Si fa presente che 6 dei ricoveri non UTI appartengono ai codici disciplina di Ostetricia & Ginecologia e Pediatria. - Si fa presente che 51 dei ricoveri non UTI appartengono ad altri codici disciplina.,1.0,-,-,131598,106700,1593858,2432317,ITI,ITI2
2022-04-03T17:00:00,ITA,2.0,Valle d'Aosta,45.73750286,7.320149366,21.0,0.0,21.0,1229.0,1250.0,-20.0,62.0,31040.0,526.0,-,-,32816.0,490960.0,131207.0,-,0.0,-,-,13534,19282,136824,354136,ITC,ITC2
2022-04-03T17:00:00,ITA,5.0,Veneto,45.43490485,12.33845213,551.0,34.0,585.0,81224.0,81809.0,-297.0,4881.0,1413736.0,14192.0,-,-,1509737.0,27664912.0,4678290.0,Nei valori riportati per le terapie intensive si è verificato un disallineamento temporale del flusso informativo pertanto per convenzione è stato riportato  7 dimessi da TI  invece del n. 5 effettivi che include anche i negativizzati.,6.0,-,-,773626,736111,9637755,18027157,ITH,ITH3
