data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2021-05-18T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,199.0,18.0,217.0,6197.0,6414.0,-463.0,33.0,64421.0,2460.0,-,-,73295.0,1522100.0,645802.0,"Del totale dei decessi comunicati in data odierna, 2 casi sono avvenuti nei giorni scorsi.",1.0,-,-,73295,0,1077030,445070,ITF,ITF1
2021-05-18T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,100.0,9.0,109.0,4781.0,4890.0,-63.0,84.0,20271.0,567.0,-,-,25728.0,360578.0,198183.0,"IL NUMERO TOTALE DEI DECESSI COMPRENDE 21 PAZIENTI NON RESIDENTI, DECEDUTI  IN STRUTTURE OSPEDALIERE DELLA REGIONE BASILICATA.",2.0,-,-,25728,0,345345,15233,ITF,ITF5
2021-05-18T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,347.0,26.0,373.0,11115.0,11488.0,-296.0,108.0,52203.0,1120.0,-,-,64811.0,831812.0,765740.0,-,3.0,-,-,64798,13,793765,38047,ITF,ITF6
2021-05-18T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,1118.0,96.0,1214.0,76015.0,77229.0,-1342.0,598.0,328681.0,6874.0,-,-,412784.0,4714048.0,3066073.0,-,14.0,-,-,401196,11588,4214111,499937,ITF,ITF3
2021-05-18T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,1003.0,149.0,1152.0,21129.0,22281.0,-727.0,331.0,344858.0,13107.0,-,-,380246.0,6005694.0,1835830.0,"Sono stati eliminati 3 casi, positivi a test antigenico ma non confermati da tampone molecolare.",5.0,-,-,379932,314,4639431,1366263,ITH,ITH5
2021-05-18T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,65.0,15.0,80.0,5494.0,5574.0,-134.0,42.0,97219.0,3770.0,-,-,106563.0,1954857.0,670566.0,-,1.0,-,-,91942,14621,1663542,291315,ITH,ITH4
2021-05-18T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,1519.0,216.0,1735.0,30320.0,32055.0,-689.0,348.0,297118.0,8037.0,-,-,337210.0,6661551.0,4183955.0,-,11.0,-,-,329056,8154,4552557,2108994,ITI,ITI4
2021-05-18T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,251.0,50.0,301.0,2500.0,2801.0,-160.0,80.0,94818.0,4294.0,-,-,101913.0,1547511.0,619938.0,-,1.0,-,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,101913,0,1251570,295941,ITC,ITC3
2021-05-18T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,1992.0,353.0,2345.0,35468.0,37813.0,-425.0,598.0,755558.0,33391.0,-,-,826762.0,10196842.0,4094111.0,-,16.0,-,-,775454,51308,8596292,1600550,ITC,ITC4
2021-05-18T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,233.0,47.0,280.0,4403.0,4683.0,-42.0,115.0,93513.0,2996.0,-,-,101192.0,1196262.0,711716.0,-,1.0,-,-,101192,0,1068529,127733,ITI,ITI3
2021-05-18T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,18.0,4.0,22.0,260.0,282.0,-10.0,3.0,12748.0,488.0,-,-,13518.0,224193.0,191687.0,-,0.0,-,-,13518,0,211381,12812,ITF,ITF2
