data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2021-01-08T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,480.0,36.0,516.0,10581.0,11097.0,-220.0,160.0,24672.0,1269.0,-,-,37038.0,534132.0,276020.0,"Oggi sono risultati 9 deceduti ma a seguito di controlli anagrafici, dai deceduti totali sono stati sottratti 5 deceduti e dai casi positivi sono stati sottratti 2 casi in quanto casi duplicati",3.0,-,-
2021-01-08T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,95.0,4.0,99.0,6387.0,6486.0,116.0,157.0,4873.0,269.0,-,-,11628.0,191560.0,121207.0,"N. 7 decessi del mese di dicembre 2020 sono da attribuire a casi positivi per SARS CoV-2 non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0.0,-,E' IN CORSO VERIFICA E VALIDAZIONE DEL NUMERO TOTALE DEI GUARITI DELLA REGIONE BASILICATA.
2021-01-08T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,250.0,21.0,271.0,8689.0,8960.0,156.0,355.0,16634.0,508.0,-,-,26102.0,456555.0,436896.0,-,3.0,-,-
2021-01-08T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,1395.0,100.0,1495.0,73651.0,75146.0,-1213.0,984.0,119030.0,3079.0,-,-,197255.0,2117641.0,1415674.0,-,13.0,-,-
2021-01-08T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.341720800000001,2691.0,245.0,2936.0,53912.0,56848.0,-37.0,2026.0,121855.0,8210.0,-,-,186913.0,2669612.0,1260158.0,In seguito a verifica sui dati comunicati nei giorni passati sono stati eliminati 2 casi in quanto giudicati non casi COVID-19.,20.0,-,-
2021-01-08T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,671.0,64.0,735.0,11841.0,12576.0,211.0,633.0,40138.0,1862.0,-,-,54576.0,973526.0,351423.0,-,4.0,-,"A seguito della periodica verifica dei casi segnalati, 50 casi già positivi al tampone antigenico sono risultati poi positivi al tampone molecolare e pertanto, in data odierna, vengono sottratti dal totale dei positivi al tampone antigenico ed aggiunti all'incremento dei positivi da tampone molecolare"
2021-01-08T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,2871.0,309.0,3180.0,74675.0,77855.0,-68.0,1613.0,94457.0,4060.0,-,-,176372.0,2805922.0,2090439.0,-,14.0,-,-
2021-01-08T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,717.0,67.0,784.0,4421.0,5205.0,-96.0,400.0,54689.0,2980.0,-,-,62874.0,735330.0,330608.0,-,7.0,I 175908 test antigenici rapidi sono riferiti a partire dal 02/11/2020;  in Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare.,-
2021-01-08T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,3436.0,466.0,3902.0,50775.0,54677.0,435.0,1963.0,414643.0,25665.0,-,-,494985.0,4998160.0,2656804.0,-,25.0,-,-
2021-01-08T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,532.0,68.0,600.0,13412.0,14012.0,430.0,564.0,29752.0,1676.0,-,-,45440.0,565788.0,337261.0,-,2.0,-,-
2021-01-08T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,53.0,8.0,61.0,1263.0,1324.0,-211.0,76.0,5407.0,209.0,-,-,6940.0,120247.0,109821.0,-,1.0,-,-
2021-01-08T17:00:00,ITA,21.0,P.A. Bolzano,46.49933453,11.35662422,208.0,24.0,232.0,11119.0,11351.0,100.0,163.0,18757.0,769.0,-,-,30877.0,373746.0,165782.0,-,1.0,-,-
2021-01-08T17:00:00,ITA,22.0,P.A. Trento,46.06893511,11.12123097,355.0,46.0,401.0,1529.0,1930.0,-16.0,80.0,20225.0,998.0,-,-,23153.0,465019.0,154092.0,-,1.0,-,"Dei 80 casi odierni, 28 sono molecolari con precedente antigenico positivo"
