data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2021-05-08T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,281.0,28.0,309.0,7513.0,7822.0,-89.0,85.0,62115.0,2434.0,-,-,72371.0,1470943.0,633580.0,"Del totale dei decessi comunicati in data odierna, 1 caso è avvenuto nei giorni scorsi ",4.0,-,-,72371,0,1043570,427373,ITF,ITF1
2021-05-08T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,149.0,7.0,156.0,5871.0,6027.0,-156.0,117.0,18307.0,548.0,-,-,24882.0,348365.0,193061.0,"IL NUMERO TOTALE DEI DECESSI COMPRENDE 21 PAZIENTI NON RESIDENTI, DECEDUTI  IN STRUTTURE OSPEDALIERE DELLA REGIONE BASILICATA. ",0.0,-,-,24882,0,333539,14826,ITF,ITF5
2021-05-08T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,411.0,36.0,447.0,13220.0,13667.0,-165.0,334.0,47900.0,1071.0,-,-,62638.0,801350.0,739954.0,-,3.0,-,-,62625,13,767447,33903,ITF,ITF6
2021-05-08T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,1382.0,122.0,1504.0,84480.0,85984.0,-509.0,1415.0,310521.0,6626.0,-,-,403131.0,4507560.0,2953166.0,-,17.0,-,-,391543,11588,4060753,446807,ITF,ITF3
2021-05-08T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.341720800000001,1365.0,189.0,1554.0,36131.0,37685.0,-1951.0,875.0,324679.0,13007.0,-,-,375371.0,5790769.0,1805900.0,"Sono stati eliminati 2 casi, positivi a test antigenico ma non confermati da tampone molecolare.",6.0,-,-,375063,308,4519158,1271611,ITH,ITH5
2021-05-08T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,157.0,21.0,178.0,6309.0,6487.0,-120.0,90.0,95790.0,3740.0,-,-,106017.0,1899175.0,656811.0,-,0.0,-,-,91481,14536,1626256,272919,ITH,ITH4
2021-05-08T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,1868.0,273.0,2141.0,36049.0,38190.0,-370.0,999.0,285123.0,7867.0,-,-,331180.0,6390229.0,4053209.0,-,13.0,-,-,323354,7826,4422902,1967327,ITI,ITI4
2021-05-08T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,390.0,53.0,443.0,3545.0,3988.0,-293.0,202.0,92634.0,4241.0,-,-,100863.0,1491809.0,602033.0,-,1.0,-,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,100863,0,1217409,274400,ITC,ITC3
2021-05-08T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,2850.0,490.0,3340.0,42214.0,45554.0,-1552.0,1584.0,738385.0,33149.0,-,-,817088.0,9828006.0,3962547.0,-,13.0,-,-,767842,49246,8366543,1461463,ITC,ITC4
2021-05-08T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,342.0,61.0,403.0,5185.0,5588.0,-78.0,254.0,90934.0,2965.0,-,-,99487.0,1160727.0,692586.0,-,3.0,-,-,99487,0,1038468,122259,ITI,ITI3
