data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2022-01-01T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,179.0,21.0,200.0,20673.0,20873.0,3822.0,4022.0,87082.0,2640.0,-,-,110595.0,3583600.0,1028275.0,-,1.0,-,-,104058,6537,1738106,1845494,ITF,ITF1
2022-01-01T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,65.0,1.0,66.0,5306.0,5372.0,736.0,842.0,31130.0,635.0,-,-,37137.0,548769.0,264580.0,"Il dato relativo al valore giornaliero dei ""Casi identificati da test antigenico"" risulta uguale a 0, in quanto, pur essendo somministrati, i test rapidi risultati positivi sono tutti ritestati con tamponi processati con test molecolare. Il numero totale dei decessi ne comprende n. 23 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.   ",0.0,-,-,37137,0,520617,28152,ITF,ITF5
2022-01-01T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,308.0,28.0,336.0,16690.0,17026.0,825.0,1230.0,94325.0,1625.0,-,-,112976.0,1678388.0,1355329.0,-,2.0,-,"L' Asp di Catanzaro comunica 208 nuovi soggetti positivi di cui 4 residenti fuori regione 		 		 		 L'Asp di Cosenza comunica 303 di cui 1 fuori regione, Precisa che ""Dei 9 decessi comunicati oggi, 5 sono avvenuti a domicilio nel mese di dicembre 2021, e si è avuta notizia oggi in seguito a verifiche effettuate sulle schede ISTAT di morte; il dettaglio dei 5 decessi: 2, rispettivamente di anni 69 e 97 sono deceduti il 25/12/2021; 1 di anni 96 è deceduto il 26/12/2021, 1 di anni 90 è deceduto il 27/12/2021, 1 di  anni 98 è deceduto il 30/12/2021		",110680,2296,1269676,408712,ITF,ITF6
2022-01-01T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,686.0,55.0,741.0,89648.0,90389.0,12860.0,13888.0,498290.0,8471.0,-,-,597150.0,9599741.0,3898621.0,-,10.0,-,a seguito delle verifiche quotidiane si evince che un decesso registrato oggi risale al giorno 29/12/2021,585562,11588,6538184,3061557,ITF,ITF3
2022-01-01T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,1359.0,124.0,1483.0,87383.0,88866.0,11408.0,12255.0,446078.0,14231.0,-,-,549175.0,11720539.0,2401783.0,"Sono stati eliminati 2 casi, comunicati nei giorni precedenti, in quanto giudicati non casi COVID-19.",16.0,-,-,541890,7285,7316502,4404037,ITH,ITH5
2022-01-01T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,275.0,28.0,303.0,13545.0,13848.0,1328.0,2331.0,140346.0,4225.0,-,-,158419.0,4551164.0,968465.0,Il totale dei casi positivi è stato ridotto di 4 a seguito di tre test antigenici non confermati dal successivo tampone molecolare (2 casi relativi alla provincia di PN e 1 caso relativo alla provincia di TS) e di un test positivo rimosso dopo revisione del caso (1 caso relativo alla provincia di PN).		,5.0,-,-,137009,21410,2657044,1894120,ITH,ITH4
2022-01-01T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,1154.0,153.0,1307.0,82174.0,83481.0,11360.0,12345.0,424863.0,9275.0,-,-,517619.0,13029137.0,5074842.0,-,13.0,-,-,499390,18229,6927381,6101756,ITI,ITI4
2022-01-01T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,494.0,48.0,542.0,12890.0,13432.0,818.0,2432.0,133473.0,4587.0,-,-,151492.0,3567682.0,1050936.0,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,6.0,-,*di cui 708 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,151492,0,2002034,1565648,ITC,ITC3
2022-01-01T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,1945.0,222.0,2167.0,282730.0,284897.0,32517.0,37270.0,934642.0,35095.0,-,-,1254634.0,25139075.0,6861289.0,-,25.0,-,-,985733,268901,13064951,12074124,ITC,ITC4
2022-01-01T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,223.0,47.0,270.0,7491.0,7761.0,121.0,1619.0,136073.0,3249.0,-,-,147083.0,2026805.0,1192226.0,-,5.0,-,-,147083,0,1652434,374371,ITI,ITI3
2022-01-01T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,19.0,1.0,20.0,1731.0,1751.0,419.0,429.0,14846.0,512.0,-,-,17109.0,320845.0,286481.0,-,0.0,-,-,17109,0,307815,13030,ITF,ITF2
