data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2021-08-24T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,68.0,13.0,81.0,2151.0,2232.0,-21.0,92.0,73670.0,2522.0,-,-,78424.0,1982115.0,781682.0,Nel totale dei positivi sono stati aggiunti 9 casi diagnosticati nei giorni scorsi e relativi a reinfezioni,1.0,-,-,78424,0,1311604,670511,ITF,ITF1
2021-08-24T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,42.0,0.0,42.0,1262.0,1304.0,26.0,71.0,26614.0,597.0,-,-,28515.0,430095.0,225626.0,"Il numero totale dei decessi ne comprende n. 22 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0.0,-,-,28515,0,409308,20787,ITF,ITF5
2021-08-24T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,125.0,10.0,135.0,3992.0,4127.0,71.0,234.0,70355.0,1301.0,-,-,75783.0,1059821.0,961841.0,-,3.0,-,"""L'Asp di Cosenza comunica che """"si registrano 47 nuovi casi; il numero totale dei casi dei residenti in regione è incrementato di 45 unità e non di 47, in quanto sono stati eliminati 2 casi risultati doppi a seguito di verifiche. Sempre a seguito di verifiche, 1 caso a domicilio è stato eliminato dal setting  fuori regione in quanto risultato doppio""														 ""L'Asp di Catanzaro comunica "" 21 nuovi positivi, l'incremento è di 20 in quanto c'è stato un decesso nella terapia intensiva dell'AOU Mater Domini di una paziente appartenente all'ASP di Vibo Valentia""														 L'Asp di Crotone comunica  "" 44 positivi di cui 7 migranti, inoltre, è stato eliminato un positivo noto per trasferimento della competenza all'ASP di Catanzaro (domicilio nella provincia di CZ)""														 L' Asp di Reggio Calabria comunica "" 119 soggetti positivi di cui 3 migranti e 3 positivi fuori regione														 ""L'ASP di Vibo Valentia comunica che """" a seguito di verifiche effettuate si registrano 5 soggetti positivi, già guariti nel mese di agosto 2021 recuperati dalle schede in archivio. L'incremento di oggi è di 8 soggetti positivi  in quanto c'è stato un decesso presso l'azienda ospedaliera Mater Domini di CZ residente nella  provincia di Vibo Valentia""														 														 														 ",75769,14,960260,99561,ITF,ITF6
2021-08-24T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,366.0,20.0,386.0,8634.0,9020.0,-350.0,531.0,425569.0,7695.0,-,-,442284.0,6000894.0,3414599.0,"A seguito delle verifiche effettuate dalle AA.SS.LL. si evince che dei 13 deceduti dichiarati in data odierna, 9 sono da riferirsi ad un periodo compreso tra Aprile ed Agosto 2021 e solo 4 sono avvenuti nelle ultime 48 ore.",2.0,-,-,430696,11588,4947097,1053797,ITF,ITF3
2021-08-24T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,411.0,54.0,465.0,14377.0,14842.0,110.0,472.0,379745.0,13327.0,-,-,407914.0,7809660.0,2006685.0,"Sono stati eliminati 7 casi, positivi a test antigenico ma non confermati da tampone molecolare.",3.0,-,-,407561,353,5452948,2356712,ITH,ITH5
2021-08-24T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,31.0,11.0,42.0,901.0,943.0,32.0,99.0,105273.0,3796.0,-,-,110012.0,2437829.0,746033.0,-,0.0,-,"Si segnala, fra i casi odierni, la presenza di 3 migranti/richiedenti asilo in provincia di Trieste		",95106,14906,1981156,456673,ITH,ITH4
2021-08-24T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,524.0,68.0,592.0,16173.0,16765.0,-312.0,425.0,346427.0,8490.0,-,-,371682.0,8388310.0,4564368.0,"Si precisa che,  a causa della sospensione dei sistemi informatici a seguito di un attacco hacker al CED regionale, vengono aggiornati solo i dati relativi ai nuovi positivi, ai decessi, alle guarigioni ed  alle ospedalizzazioni",2.0,-,-,362675,9007,5221834,3166476,ITI,ITI4
2021-08-24T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,85.0,10.0,95.0,1899.0,1994.0,-32.0,188.0,102413.0,4380.0,-,-,108787.0,2067075.0,789125.0,-,0.0,-,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,108787,0,1525134,541941,ITC,ITC3
2021-08-24T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,329.0,45.0,374.0,11962.0,12336.0,35.0,518.0,819657.0,33887.0,-,-,865880.0,13295296.0,5086331.0,-,6.0,-,-,805366,60514,10163219,3132077,ITC,ITC4
2021-08-24T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,55.0,11.0,66.0,2927.0,2993.0,47.0,120.0,103197.0,3045.0,-,-,109235.0,1430341.0,832448.0,-,0.0,-,-,109235,0,1262943,167398,ITI,ITI3
2021-08-24T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,8.0,1.0,9.0,174.0,183.0,-5.0,0.0,13462.0,494.0,-,-,14139.0,259501.0,226015.0,-,0.0,-,-,14139,0,246471,13030,ITF,ITF2
2021-08-24T17:00:00,ITA,21.0,P.A. Bolzano,46.49933453,11.35662422,18.0,3.0,21.0,647.0,668.0,41.0,83.0,72834.0,1184.0,-,-,74686.0,1840791.0,452163.0,-,0.0,-,83 nuovi positivi di cui 33 test antigenici confermati da test molecolare			 ,61454,13232,625146,1215645,ITH,ITH1
2021-08-24T17:00:00,ITA,22.0,P.A. Trento,46.06893511,11.12123097,30.0,0.0,30.0,469.0,499.0,31.0,44.0,45368.0,1365.0,-,-,47232.0,976632.0,276152.0,-,0.0,-,-,33245,13987,703587,273045,ITH,ITH2
2021-08-24T17:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,142.0,9.0,151.0,3358.0,3509.0,-73.0,240.0,355680.0,11711.0,-,-,370900.0,5873423.0,2207036.0,-,0.0,-,-,351271,19629,3306152,2567271,ITC,ITC1
2021-08-24T17:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,207.0,25.0,232.0,4340.0,4572.0,-59.0,173.0,250547.0,6695.0,-,-,261814.0,3192523.0,1348237.0,-,4.0,-,-,260699,1115,2596693,595830,ITF,ITF4
2021-08-24T17:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,224.0,22.0,246.0,7543.0,7789.0,-104.0,179.0,60503.0,1561.0,-,-,69853.0,1650412.0,945578.0,-,0.0,-,-,69768,85,1129649,520763,ITG,ITG2
