data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2021-12-01T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,109.0,6.0,115.0,4116.0,4231.0,51.0,243.0,81068.0,2595.0,-,-,87894.0,2940956.0,935524.0,-,0.0,-,-,87894,0,1585788,1355168,ITF,ITF1
2021-12-01T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,14.0,0.0,14.0,1046.0,1060.0,14.0,46.0,29931.0,627.0,-,-,31618.0,505223.0,249814.0,"Il numero totale dei decessi ne comprende n. 23 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0.0,-,-,31618,0,479101,26122,ITF,ITF5
2021-12-01T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,129.0,17.0,146.0,4374.0,4520.0,106.0,286.0,87201.0,1501.0,-,-,93222.0,1438933.0,1206431.0,-,0.0,-,L'Asp di Crotone comunica 38 nuovi soggetti positivi di cui 3  fuori regione ,93202,20,1157114,281819,ITF,ITF6
2021-12-01T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,318.0,23.0,341.0,16777.0,17118.0,227.0,1087.0,466395.0,8233.0,-,-,491746.0,8012389.0,3710847.0,-,5.0,-,"a seguito delle verifiche quotidiane, si evince che un decesso registrato oggi risale al giorno 25/11/2021",480158,11588,5840720,2171669,ITF,ITF3
2021-12-01T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,667.0,76.0,743.0,20767.0,21510.0,698.0,1117.0,421737.0,13797.0,-,-,457044.0,10539982.0,2253309.0,"Sono stati eliminati 3 casi, positivi a test antigenico ma non confermati da tampone molecolare.",9.0,-,-,456606,438,6632796,3907186,ITH,ITH5
2021-12-01T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,289.0,24.0,313.0,6969.0,7282.0,219.0,746.0,120502.0,3990.0,-,-,131774.0,3873564.0,907492.0,"Il totale dei casi positivi è stato ridotto di 9  a seguito di 4 test antigenici non confermati dal successivo tampone molecolare (1caso relativo alla provincia di UD, 1 caso relativo alla provincia di TS e 2 casi fuori regione) e a seguito di 5 test positivi rimossi dopo revisione dei casi (3 casi relativi alla provincia di TS e 2 casi fuori regione).              		",2.0,-,-,114773,17001,2430100,1443464,ITH,ITH4
2021-12-01T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,696.0,96.0,792.0,19649.0,20441.0,692.0,1638.0,395776.0,8992.0,-,-,425209.0,11195616.0,4921958.0,-,7.0,-,-,414341,10868,6283613,4912003,ITI,ITI4
2021-12-01T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,156.0,21.0,177.0,4364.0,4541.0,167.0,549.0,113939.0,4468.0,-,-,122948.0,3040530.0,966093.0,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,2.0,-,*di cui 145 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,122948,0,1824035,1216495,ITC,ITC3
2021-12-01T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,887.0,108.0,995.0,31226.0,32221.0,887.0,2503.0,868430.0,34396.0,-,-,935047.0,20680276.0,6168177.0,-,8.0,-,-,853643,81404,11977489,8702787,ITC,ITC4
2021-12-01T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,87.0,26.0,113.0,4997.0,5110.0,60.0,475.0,116072.0,3152.0,-,-,124334.0,1767030.0,1021464.0,-,3.0,-,-,124334,0,1498677,268353,ITI,ITI3
