data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2020-05-31T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,104.0,4.0,108.0,667.0,775.0,5.0,7.0,2064.0,405.0,-,-,3244.0,75652.0,50050.0,pd-IT-0022,-,-,-
2020-05-31T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,4.0,0.0,4.0,25.0,29.0,-2.0,0.0,343.0,27.0,-,-,399.0,29880.0,29130.0,-,-,-,-
2020-05-31T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,22.0,1.0,23.0,121.0,144.0,-7.0,0.0,917.0,97.0,-,-,1158.0,70274.0,68015.0,-,-,-,-
2020-05-31T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,227.0,5.0,232.0,748.0,980.0,-1.0,5.0,3410.0,412.0,-,-,4802.0,201543.0,98096.0,-,-,-,-
2020-05-31T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.341720800000001,393.0,57.0,450.0,2713.0,3163.0,-116.0,31.0,20513.0,4114.0,-,-,27790.0,325482.0,197423.0,-,-,-,-
2020-05-31T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,41.0,1.0,42.0,236.0,278.0,-27.0,2.0,2662.0,333.0,-,-,3273.0,134378.0,80223.0,-,-,-,-
2020-05-31T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,730.0,57.0,787.0,2196.0,2983.0,-72.0,13.0,4010.0,735.0,-,-,7728.0,255474.0,206235.0,-,-,-,-
2020-05-31T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,195.0,8.0,203.0,466.0,669.0,-112.0,12.0,7529.0,1465.0,-,-,9663.0,106363.0,59374.0,-,-,-,-
2020-05-31T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,3131.0,170.0,3301.0,17695.0,20996.0,-813.0,210.0,51860.0,16112.0,-,-,88968.0,753874.0,445930.0,-,-,-,-
2020-05-31T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,62.0,9.0,71.0,1267.0,1338.0,-9.0,3.0,4405.0,987.0,-,-,6730.0,103634.0,65617.0,-,-,-,-
2020-05-31T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,2.0,2.0,4.0,141.0,145.0,-11.0,0.0,269.0,22.0,-,-,436.0,14631.0,13985.0,-,-,-,-
2020-05-31T17:00:00,ITA,21.0,P.A. Bolzano,46.49933453,11.35662422,13.0,4.0,17.0,110.0,127.0,-10.0,1.0,2179.0,291.0,-,-,2597.0,66247.0,30790.0,-,-,-,-
2020-05-31T17:00:00,ITA,22.0,P.A. Trento,46.06893511,11.12123097,13.0,3.0,16.0,288.0,304.0,-62.0,1.0,3664.0,462.0,-,-,4430.0,88558.0,48665.0,-,-,-,-
2020-05-31T17:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,973.0,58.0,1031.0,4130.0,5161.0,-129.0,54.0,21609.0,3867.0,-,-,30637.0,319133.0,207714.0,-,-,-,-
2020-05-31T17:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,143.0,11.0,154.0,1023.0,1177.0,-45.0,4.0,2813.0,504.0,-,-,4494.0,118652.0,79314.0,-,-,-,-
2020-05-31T17:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,33.0,2.0,35.0,150.0,185.0,-1.0,0.0,1041.0,130.0,-,-,1356.0,57296.0,49016.0,-,-,-,-
2020-05-31T17:00:00,ITA,19.0,Sicilia,38.11569725,13.362356699999998,65.0,7.0,72.0,914.0,986.0,-13.0,1.0,2183.0,274.0,-,-,3443.0,150054.0,128717.0,-,-,-,-
2020-05-31T17:00:00,ITA,9.0,Toscana,43.76923077,11.25588885,97.0,28.0,125.0,986.0,1111.0,-55.0,4.0,7952.0,1041.0,-,-,10104.0,252090.0,179296.0,-,-,-,-
2020-05-31T17:00:00,ITA,10.0,Umbria,43.10675841,12.38824698,15.0,2.0,17.0,14.0,31.0,0.0,0.0,1324.0,76.0,-,-,1431.0,70553.0,50271.0,-,-,-,-
2020-05-31T17:00:00,ITA,2.0,Valle d'Aosta,45.73750286,7.320149366,12.0,0.0,12.0,3.0,15.0,-2.0,1.0,1026.0,143.0,-,-,1184.0,15203.0,11926.0,-,-,-,-
2020-05-31T17:00:00,ITA,5.0,Veneto,45.43490485,12.33845213,112.0,6.0,118.0,1382.0,1500.0,-112.0,6.0,15734.0,1918.0,-,-,19152.0,669768.0,333834.0,-,-,-,-
