data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2020-03-10T18:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,17.0,9.0,26.0,11.0,37.0,7.0,8.0,0.0,1.0,-,-,38.0,310.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,2.0,0.0,2.0,5.0,7.0,2.0,2.0,0.0,0.0,-,-,7.0,148.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,8.0,2.0,10.0,1.0,11.0,2.0,2.0,2.0,0.0,-,-,13.0,360.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,15.0,Campania,40.83956555,14.25084984,33.0,8.0,41.0,85.0,126.0,7.0,7.0,1.0,0.0,-,-,127.0,1141.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.341720800000001,669.0,98.0,767.0,650.0,1417.0,131.0,147.0,31.0,85.0,-,-,1533.0,5494.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,27.0,6.0,33.0,77.0,110.0,21.0,23.0,3.0,3.0,-,-,116.0,1602.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,50.0,15.0,65.0,34.0,99.0,5.0,14.0,11.0,6.0,-,-,116.0,3591.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,57.0,29.0,86.0,42.0,128.0,31.0,32.0,5.0,8.0,-,-,141.0,694.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,3319.0,466.0,3785.0,642.0,4427.0,-63.0,322.0,896.0,468.0,-,-,5791.0,21479.0,-,pd-IT-0004,-,-,-
2020-03-10T18:00:00,ITA,11.0,Marche,43.61675973,13.5188753,152.0,54.0,206.0,175.0,381.0,68.0,71.0,0.0,13.0,-,-,394.0,1437.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,14.0,Molise,41.55774754,14.65916051,3.0,3.0,6.0,9.0,15.0,1.0,1.0,0.0,0.0,-,-,15.0,225.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,21.0,P.A. Bolzano,46.49933453,11.35662422,17.0,1.0,18.0,20.0,38.0,29.0,29.0,0.0,0.0,-,-,38.0,36.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,22.0,P.A. Trento,46.06893511,11.12123097,19.0,3.0,22.0,28.0,50.0,17.0,19.0,2.0,0.0,-,-,52.0,399.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,306.0,66.0,372.0,64.0,436.0,99.0,103.0,0.0,17.0,-,-,453.0,2374.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,28.0,6.0,34.0,21.0,55.0,9.0,9.0,1.0,3.0,-,-,59.0,747.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,9.0,0.0,9.0,11.0,20.0,1.0,1.0,0.0,0.0,-,-,20.0,204.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,19.0,Sicilia,38.11569725,13.362356699999998,17.0,2.0,19.0,41.0,60.0,8.0,8.0,2.0,0.0,-,-,62.0,955.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,9.0,Toscana,43.76923077,11.25588885,91.0,40.0,131.0,129.0,260.0,54.0,56.0,3.0,1.0,-,-,264.0,2573.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,10.0,Umbria,43.10675841,12.38824698,8.0,2.0,10.0,27.0,37.0,9.0,9.0,0.0,0.0,-,-,37.0,260.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,2.0,Valle d'Aosta,45.73750286,7.320149366,2.0,0.0,2.0,15.0,17.0,2.0,2.0,0.0,0.0,-,-,17.0,89.0,-,-,-,-,-
2020-03-10T18:00:00,ITA,5.0,Veneto,45.43490485,12.33845213,204.0,67.0,271.0,512.0,783.0,89.0,112.0,47.0,26.0,-,-,856.0,16643.0,-,-,-,-,-
