data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2022-03-21T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,273.0,13.0,286.0,38823.0,39109.0,-587.0,832.0,250177.0,3044.0,-,-,292330.0,5272954.0,1184801.0,Dal totale dei positivi sono stati sottratti 13 casi perché duplicati ed 1 caso perché non COVID.,1.0,-,-,165088,127242,2136095,3136859,ITF,ITF1
2022-03-21T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,105.0,3.0,108.0,21416.0,21524.0,318.0,517.0,74579.0,811.0,-,-,96914.0,871202.0,319772.0,"Il numero totale dei decessi ne comprende n. 30 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",1.0,-,-,60675,36239,629996,241206,ITF,ITF5
2022-03-21T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,372.0,12.0,384.0,64184.0,64568.0,1166.0,2134.0,199544.0,2225.0,-,-,266337.0,2523116.0,1915447.0,-,1.0,-,L'Asp di Cosenza comunica 617 nuovi soggetti positivi di cui 7 fuori regione.,172288,94049,1557932,965184,ITF,ITF6
2022-03-21T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,599.0,34.0,633.0,145236.0,145869.0,-626.0,3500.0,1160222.0,9932.0,-,-,1316023.0,14441624.0,4674685.0,-,1.0,-,"a seguito delle verifiche quotidiane si evince che 3 decessi registrati oggi, risalgono a un periodo compreso tra il 26/02 e il 17/03 2022",866836,449187,8260995,6180629,ITF,ITF3
2022-03-21T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,914.0,52.0,966.0,38136.0,39102.0,-245.0,2318.0,1186338.0,16159.0,-,-,1241599.0,14891644.0,2660047.0,-,2.0,-,-,869327,372272,8643506,6248138,ITH,ITH5
2022-03-21T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,136.0,4.0,140.0,20386.0,20526.0,-27.0,288.0,297873.0,4866.0,-,-,323265.0,5960219.0,1098189.0,Si segnala che nei dati relativi agli ospedalizzati in Terapia Intensiva e Area Medica sono conteggiati tutti i pazienti risultati positivi a SARS-CoV2 ricoverati sia per Covid-19 che per altra patologia.		,1.0,-,-,186856,136409,3147392,2812827,ITH,ITH4
2022-03-21T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,1069.0,76.0,1145.0,103784.0,104929.0,-1799.0,4405.0,1083891.0,10657.0,-,-,1199477.0,18722990.0,5473784.0,-,5.0,-,-,877771,321706,8301681,10421309,ITI,ITI4
2022-03-21T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,235.0,8.0,243.0,15474.0,15717.0,65.0,599.0,348896.0,5175.0,-,-,369788.0,4982061.0,1254896.0,-,0.0,-,*di cui  10777 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,219772,150016,2338472,2643589,ITC,ITC3
2022-03-21T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,904.0,52.0,956.0,138191.0,139147.0,312.0,2544.0,2271313.0,39075.0,-,-,2449535.0,34236973.0,7938155.0,-,0.0,-,-,1346474,1103061,15335699,18901274,ITC,ITC4
2022-03-21T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,213.0,5.0,218.0,15994.0,16212.0,-104.0,1055.0,346141.0,3669.0,-,-,366022.0,2828572.0,1824254.0,-,0.0,-,-,206256,159766,1944777,883795,ITI,ITI3
