data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2021-07-08T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,25.0,1.0,26.0,893.0,919.0,50.0,49.0,71642.0,2512.0,-,-,75073.0,1732441.0,700168.0,I dati dei guariti di ieri contenevano un guarito in più,0.0,-,-,75073,0,1207515,524926,ITF,ITF1
2021-07-08T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,15.0,0.0,15.0,645.0,660.0,7.0,15.0,25769.0,591.0,-,-,27020.0,397587.0,212445.0," Il numero totale dei decessi ne comprende n. 22 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0.0,-,-,27020,0,379448,18139,ITF,ITF5
2021-07-08T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,51.0,4.0,55.0,2407.0,2462.0,-136.0,54.0,65516.0,1233.0,-,-,69211.0,947651.0,867802.0,-,0.0,-,-,69197,14,882584,65067,ITF,ITF6
2021-07-08T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,215.0,20.0,235.0,6474.0,6709.0,-581.0,162.0,411075.0,7528.0,-,-,425312.0,5378510.0,3287109.0,-,3.0,-,-,413724,11588,4638913,739597,ITF,ITF3
2021-07-08T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,157.0,17.0,174.0,2014.0,2188.0,-19.0,94.0,371857.0,13266.0,-,-,387311.0,6848823.0,1919638.0,"Sono stati eliminati 2 casi, positivi a test antigenico ma non confermati da tampone molecolare.",0.0,-,-,386990,321,5052501,1796322,ITH,ITH5
2021-07-08T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,5.0,1.0,6.0,197.0,203.0,6.0,19.0,103059.0,3789.0,-,-,107051.0,2188304.0,687431.0,Il totale dei casi positivi è stato ridotto di 1 a seguito di un test antigenico non confermato dal successivo tampone molecolare (nella provincia di Pordenone).		,0.0,-,"Si segnala, fra i casi odierni, la presenza di 11 migranti in provincia di Trieste e 1 migrante in provincia di Udine		",92560,14491,1820822,367482,ITH,ITH4
2021-07-08T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,139.0,27.0,166.0,2076.0,2242.0,-24.0,112.0,336015.0,8369.0,-,-,346626.0,7797734.0,4473282.0,-,0.0,-,-,338066,8560,5018443,2779291,ITI,ITI4
2021-07-08T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,11.0,7.0,18.0,120.0,138.0,15.0,16.0,99037.0,4352.0,-,-,103527.0,1796427.0,696869.0,-,0.0,-,In Regione Liguria la positività al test antigenico rapido è seguita da conferma con test molecolare,103527,0,1394034,402393,ITC,ITC3
2021-07-08T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,134.0,43.0,177.0,8508.0,8685.0,159.0,215.0,800393.0,33792.0,-,-,842870.0,11830609.0,4696266.0,-,0.0,-,-,788492,54378,9505911,2324698,ITC,ITC4
2021-07-08T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,9.0,2.0,11.0,1280.0,1291.0,11.0,42.0,99595.0,3038.0,-,-,103924.0,1316626.0,770186.0,-,1.0,-,-,103924,0,1173138,143488,ITI,ITI3
