data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2022-05-23T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,243.0,8.0,251.0,27385.0,27636.0,-505.0,255.0,370379.0,3300.0,-,-,401315.0,6025212.0,1241587.0,-,1.0,-,-,188547,212768,2314835,3710377,ITF,ITF1
2022-05-23T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,66.0,1.0,67.0,28460.0,28527.0,-73.0,117.0,106725.0,914.0,-,-,136166.0,1050042.0,350892.0,"Il numero totale dei decessi ne comprende n. 34 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",0.0,-,-,66536,69630,663328,386714,ITF,ITF5
2022-05-23T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,186.0,8.0,194.0,50372.0,50566.0,-1413.0,409.0,331066.0,2585.0,-,-,384217.0,3085626.0,2349770.0,"L'ASP di Cosenza  comunica: ""Nel setting fuori regione si registrano 2 nuovi casi a domicilio"".		",0.0,-,-,185050,199167,1676043,1409583,ITF,ITF6
2022-05-23T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,457.0,31.0,488.0,137850.0,138338.0,-2049.0,968.0,1544582.0,10466.0,-,-,1693386.0,16522892.0,4938100.0,-,1.0,-,"a seguito delle verifiche quotidiane si evince che 3 decessi registrati oggi, risalgono a un periodo compreso tra il 9/05 e il 20/05 2022",909156,784230,8751939,7770953,ITF,ITF3
2022-05-23T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,1021.0,32.0,1053.0,27432.0,28485.0,-2099.0,1224.0,1430390.0,16872.0,-,-,1475747.0,16097145.0,2752493.0,"Sono stati eliminati 1 casi, comunicati nei giorni precedenti, in quanto giudicati non casi COVID-19.",0.0,-,-,940080,535667,9245722,6851423,ITH,ITH5
2022-05-23T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,111.0,1.0,112.0,20929.0,21041.0,-298.0,72.0,350466.0,5091.0,-,-,376598.0,6489618.0,1140337.0,-,0.0,-,-,201168,175430,3366594,3123024,ITH,ITH4
2022-05-23T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,716.0,44.0,760.0,135210.0,135970.0,-1714.0,1341.0,1411053.0,11299.0,-,-,1558322.0,21181861.0,5676272.0,-,0.0,-,-,980730,577592,8781546,12400315,ITI,ITI4
2022-05-23T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,182.0,6.0,188.0,8838.0,9026.0,-14.0,186.0,431527.0,5312.0,-,-,445865.0,5518890.0,1324950.0,-,0.0,-,*di cui 15556 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021].,235622,210243,2458802,3060088,ITC,ITC3
2022-05-23T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,744.0,34.0,778.0,119895.0,120673.0,-4980.0,972.0,2711280.0,40416.0,-,-,2872369.0,37534064.0,8294347.0,-,2.0,-,-,1415430,1456939,15963809,21570255,ITC,ITC4
2022-05-23T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,107.0,3.0,110.0,4011.0,4121.0,-84.0,273.0,461210.0,3890.0,-,-,469221.0,3093499.0,2092202.0,-,0.0,-,-,215321,253900,1979410,1114089,ITI,ITI3
2022-05-23T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,17.0,3.0,20.0,4944.0,4964.0,43.0,44.0,59583.0,626.0,-,-,65173.0,626664.0,583633.0,-,0.0,-,-,25751,39422,432770,193894,ITF,ITF2
