data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,codice_nuts_1,codice_nuts_2
2022-04-26T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,325.0,12.0,337.0,53123.0,53460.0,-73.0,1291.0,308108.0,3199.0,-,-,364767.0,5766271.0,1222236.0,"Dal totale dei casi positivi sono stati eliminati 3 casi dei giorni passati in quanto non pazienti Covid Del totale dei decessi comunicati in data odierna, 6  sono avvenuti nei giorni scorsi",1.0,-,-,181129,183638,2250006,3516265,ITF,ITF1
2022-04-26T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,87.0,2.0,89.0,28940.0,29029.0,232.0,590.0,94433.0,879.0,-,-,124341.0,994880.0,341630.0,"Il numero totale dei decessi ne comprende n. 34 a carico di pazienti non residenti, deceduti in strutture ospedaliere della Regione Basilicata.",1.0,-,-,64993,59348,652932,341948,ITF,ITF5
2022-04-26T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,284.0,17.0,301.0,86020.0,86321.0,346.0,1316.0,260573.0,2479.0,-,-,349373.0,2902719.0,2201754.0,-,0.0,-,L'ASP di Cosenza comunica 466 nuovi soggetti positivi di cui 8 fuori regione.,182003,167370,1636134,1266585,ITF,ITF6
2022-04-26T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,742.0,40.0,782.0,171602.0,172384.0,0.0,4456.0,1390948.0,10252.0,-,-,1573584.0,15819399.0,4855469.0,-,3.0,-,"a seguito delle verifiche odierne si evince che tre decessi registrati oggi, risalgono ad un periodo compreso tra il 22/04 e il 23/04 2022",898031,675553,8587064,7232335,ITF,ITF3
2022-04-26T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.3417208,1528.0,38.0,1566.0,54643.0,56209.0,-1621.0,2158.0,1319536.0,16572.0,-,-,1392317.0,15638445.0,2718593.0,"Sono stati eliminati 5 casi, comunicati nei giorni precedenti, in quanto giudicati non casi COVID-19.",2.0,-,-,916817,475500,9011849,6626596,ITH,ITH5
2022-04-26T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,161.0,6.0,167.0,23660.0,23827.0,-59.0,253.0,329767.0,4984.0,-,-,358578.0,6306379.0,1125724.0,Si segnala che nei dati relativi agli ospedalizzati in Terapia Intensiva e Area Medica sono conteggiati tutti i pazienti risultati positivi a SARS-CoV2 ricoverati sia per Covid-19 che per altra patologia.		,0.0,-,-,196352,162226,3276638,3029741,ITH,ITH4
2022-04-26T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,1181.0,66.0,1247.0,154778.0,156025.0,-2309.0,3396.0,1290480.0,11052.0,-,-,1457557.0,20401739.0,5609080.0,-,3.0,-,-,951985,505572,8607767,11793972,ITI,ITI4
2022-04-26T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,339.0,17.0,356.0,17055.0,17411.0,-154.0,765.0,398131.0,5255.0,-,-,420797.0,5324062.0,1299674.0,*di cui 13641 reinfezioni a partire dal 3/09/2021 [circ. min sal. n.37911 del 20/08/2021]. ,0.0,-,-,230177,190620,2416032,2908030,ITC,ITC3
2022-04-26T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,1215.0,37.0,1252.0,155854.0,157106.0,-303.0,2715.0,2532084.0,39854.0,-,-,2729044.0,36422989.0,8169533.0,-,0.0,-,-,1394379,1334665,15746284,20676705,ITC,ITC4
2022-04-26T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,193.0,6.0,199.0,6425.0,6624.0,-386.0,930.0,425928.0,3828.0,-,-,436380.0,2997575.0,1996257.0,-,1.0,-,-,213159,223221,1967180,1030395,ITI,ITI3
2022-04-26T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,38.0,0.0,38.0,8974.0,9012.0,119.0,135.0,48491.0,612.0,-,-,58115.0,587791.0,545676.0,-,0.0,-,-,25070,33045,417262,170529,ITF,ITF2
2022-04-26T17:00:00,ITA,21.0,P.A. Bolzano,46.49933453,11.35662422,40.0,3.0,43.0,3890.0,3933.0,0.0,203.0,203791.0,1461.0,-,-,209185.0,5066344.0,828697.0,"203 nuovi positivi di cui un test antigenico confermato da test molecolare, 193 casi diagnosticati con test antigenico, e 4 nuovi positivi + 1 ripositivizzati diagnosticati con test molecolare.",1.0,-,"203 nuovi positivi di cui un test antigenico confermato da test molecolare, 193 casi diagnosticati con test antigenico, e 4 nuovi positivi + 1 ripositivizzati diagnosticati con test molecolare.",84015,125170,873198,4193146,ITH,ITH1
2022-04-26T17:00:00,ITA,22.0,P.A. Trento,46.06893511,11.12123097,81.0,3.0,84.0,3782.0,3866.0,20.0,223.0,153913.0,1553.0,-,-,159332.0,2573449.0,553829.0,-,0.0,-,-,43097,116235,836004,1737445,ITH,ITH2
2022-04-26T17:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,841.0,23.0,864.0,62389.0,63253.0,-6.0,1642.0,1051708.0,13295.0,-,-,1128256.0,16805425.0,3915069.0,-,2.0,-,-,496045,632211,4885110,11920315,ITC,ITC1
2022-04-26T17:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,580.0,29.0,609.0,105147.0,105756.0,375.0,3036.0,931820.0,8229.0,-,-,1045805.0,10442573.0,2291641.0,-,1.0,-,-,477605,568200,4266282,6176291,ITF,ITF4
2022-04-26T17:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,318.0,13.0,331.0,30531.0,30862.0,-70.0,999.0,238522.0,2341.0,-,-,271725.0,4322881.0,1585437.0,-,0.0,-,"L'incremento dei nuovi casi tiene conto anche dei casi diagnosticati con test antigenico. Pertanto si specifica che dei 999 casi dichiarati oggi, 873 sono stati diagnosticati da tampone antigenico ",156929,114796,1948218,2374663,ITG,ITG2
2022-04-26T17:00:00,ITA,19.0,Sicilia,38.11569725,13.3623567,842.0,51.0,893.0,121071.0,121964.0,776.0,1803.0,960024.0,10504.0,-,-,1092492.0,12475387.0,6892001.0,DECEDUTI: N. 4 IL 25/04/2022 - N. 5 IL 24/04/2022 - N. 2 IL 23/04/2022,5.0,-,"Sul numero complessivo dei casi confermati comunicati in data odierna, n. 417 sono relativi a giorni precedenti al 25/04/22 (di cui n. 354 del 24/04/22, n. 24 del 23/04/22, n. 13 del 22/04/22)			",501011,591481,4611176,7864211,ITG,ITG1
2022-04-26T17:00:00,ITA,9.0,Toscana,43.76923077,11.25588885,675.0,23.0,698.0,49487.0,50185.0,-3847.0,1203.0,1021578.0,9812.0,-,-,1081575.0,13665771.0,4710527.0,-,3.0,-,-,617484,464091,6716358,6949413,ITI,ITI1
2022-04-26T17:00:00,ITA,10.0,Umbria,43.10675841,12.38824698,226.0,5.0,231.0,12219.0,12450.0,-197.0,410.0,249045.0,1831.0,-,-,263326.0,4176583.0,713019.0,- Si fa presente che 5 dei ricoveri non UTI appartengono ai codici disciplina di Ostetricia & Ginecologia e Pediatria. - Si fa presente che 58 dei ricoveri non UTI appartengono ad altri codici disciplina.,-2.0,-,-,136805,126521,1623693,2552890,ITI,ITI2
2022-04-26T17:00:00,ITA,2.0,Valle d'Aosta,45.73750286,7.320149366,18.0,0.0,18.0,1447.0,1465.0,20.0,49.0,32671.0,531.0,-,-,34667.0,505517.0,132990.0,-,0.0,-,-,13283,21384,138287,367230,ITC,ITC2
2022-04-26T17:00:00,ITA,5.0,Veneto,45.43490485,12.33845213,614.0,18.0,632.0,73202.0,73834.0,-487.0,2002.0,1551869.0,14404.0,-,-,1640107.0,28817140.0,4757240.0,Nei valori riportati per le terapie intensive si è verificato un disallineamento temporale del flusso informativo pertanto per convenzione è stato riportato 0 dimessi da TI  invece del n. 3 effettivi che include anche i negativizzati.,2.0,-,-,791508,848599,9815214,19001926,ITH,ITH3
