data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2020-04-22T17:00:00,ITA,13.0,Abruzzo,42.35122196,13.39843823,309.0,35.0,344.0,1764.0,2108.0,41.0,66.0,349.0,276.0,-,-,2733.0,30348.0,24317.0,-,-,-,-
2020-04-22T17:00:00,ITA,17.0,Basilicata,40.63947052,15.80514834,65.0,7.0,72.0,160.0,232.0,-13.0,4.0,98.0,24.0,-,-,354.0,8040.0,8040.0,-,-,-,-
2020-04-22T17:00:00,ITA,18.0,Calabria,38.90597598,16.59440194,128.0,7.0,135.0,686.0,821.0,2.0,13.0,163.0,76.0,-,-,1060.0,26560.0,24878.0,-,-,-,-
2020-04-22T17:00:00,ITA,15.0,Campania,40.83956555,14.25084984,523.0,53.0,576.0,2422.0,2998.0,52.0,50.0,860.0,327.0,-,-,4185.0,55701.0,38679.0,-,-,-,-
2020-04-22T17:00:00,ITA,8.0,Emilia-Romagna,44.49436681,11.341720800000001,2964.0,282.0,3246.0,9838.0,13084.0,-160.0,342.0,7146.0,3204.0,-,-,23434.0,140874.0,96824.0,-,-,-,-
2020-04-22T17:00:00,ITA,6.0,Friuli Venezia Giulia,45.6494354,13.76813649,134.0,20.0,154.0,1154.0,1308.0,-14.0,25.0,1263.0,246.0,-,-,2817.0,50869.0,32871.0,-,-,-,-
2020-04-22T17:00:00,ITA,12.0,Lazio,41.89277044,12.48366722,1384.0,187.0,1571.0,2892.0,4463.0,61.0,80.0,1142.0,370.0,-,-,5975.0,104062.0,25244.0,-,-,-,-
2020-04-22T17:00:00,ITA,7.0,Liguria,44.41149315,8.9326992,860.0,92.0,952.0,2524.0,3476.0,13.0,154.0,2420.0,1022.0,-,-,6918.0,35990.0,23756.0,-,-,-,-
2020-04-22T17:00:00,ITA,3.0,Lombardia,45.46679409,9.190347404,9692.0,817.0,10509.0,23733.0,34242.0,264.0,1161.0,22110.0,12740.0,-,-,69092.0,290699.0,184323.0,-,-,-,-
2020-04-22T17:00:00,ITA,11.0,Marche,43.61675973,13.5188753,735.0,76.0,811.0,2419.0,3230.0,12.0,47.0,1849.0,845.0,-,-,5924.0,46492.0,30543.0,-,-,-,-
2020-04-22T17:00:00,ITA,14.0,Molise,41.55774754,14.65916051,21.0,2.0,23.0,182.0,205.0,-8.0,2.0,60.0,19.0,-,-,284.0,4425.0,4252.0,-,-,-,-
2020-04-22T17:00:00,ITA,21.0,P.A. Bolzano,46.49933453,11.35662422,157.0,19.0,176.0,1336.0,1512.0,-24.0,6.0,648.0,256.0,-,-,2416.0,32722.0,15736.0,-,-,-,-
2020-04-22T17:00:00,ITA,22.0,P.A. Trento,46.06893511,11.12123097,245.0,34.0,279.0,1595.0,1874.0,-35.0,32.0,1391.0,381.0,-,-,3646.0,26674.0,17672.0,-,-,-,-
2020-04-22T17:00:00,ITA,1.0,Piemonte,45.0732745,7.680687483,3213.0,273.0,3486.0,11636.0,15122.0,311.0,784.0,5058.0,2559.0,-,-,22739.0,111513.0,81176.0,-,-,-,-
2020-04-22T17:00:00,ITA,16.0,Puglia,41.12559576,16.86736689,564.0,60.0,624.0,2250.0,2874.0,62.0,108.0,494.0,362.0,-,-,3730.0,48342.0,46925.0,-,-,-,-
2020-04-22T17:00:00,ITA,20.0,Sardegna,39.21531192,9.110616306,97.0,20.0,117.0,716.0,833.0,-4.0,11.0,318.0,96.0,-,-,1247.0,16886.0,15354.0,-,-,-,-
2020-04-22T17:00:00,ITA,19.0,Sicilia,38.11569725,13.362356699999998,500.0,35.0,535.0,1752.0,2287.0,28.0,48.0,388.0,208.0,-,-,2883.0,58732.0,58732.0,-,-,-,-
2020-04-22T17:00:00,ITA,9.0,Toscana,43.76923077,11.25588885,820.0,174.0,994.0,5173.0,6167.0,-455.0,97.0,1828.0,705.0,-,-,8700.0,114100.0,91747.0,-,-,-,-
2020-04-22T17:00:00,ITA,10.0,Umbria,43.10675841,12.38824698,97.0,20.0,117.0,254.0,371.0,-36.0,4.0,925.0,61.0,-,-,1357.0,27655.0,18679.0,-,-,-,-
2020-04-22T17:00:00,ITA,2.0,Valle d'Aosta,45.73750286,7.320149366,92.0,8.0,100.0,401.0,501.0,-21.0,2.0,467.0,127.0,-,-,1095.0,5024.0,4011.0,-,-,-,-
2020-04-22T17:00:00,ITA,5.0,Veneto,45.43490485,12.33845213,1205.0,163.0,1368.0,8623.0,9991.0,-86.0,334.0,5566.0,1181.0,-,-,16738.0,277543.0,171735.0,-,-,-,-
